time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461650000	-24.7533	-6.1196	4.78897	2.21413	-0.588198	radar	0.326493	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9296	-5.9288	4.81055	2.19567	-0.57364	lidar	2.42641	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0603	-5.7243	4.81142	2.16632	-0.568238	radar	1.86079	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1946	-5.54847	4.79394	2.14497	-0.562214	lidar	0.509368	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3485	-5.36265	4.79588	2.14216	-0.510984	radar	1.31227	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4884	-5.1495	4.81135	2.11827	-0.507594	lidar	0.472269	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6224	-4.96619	4.79818	2.11657	-0.456466	radar	6.38461	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7397	-4.78708	4.77339	2.0983	-0.453669	lidar	0.800202	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.86	-4.58046	4.77403	2.08034	-0.441727	radar	0.169934	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9688	-4.3499	4.78889	2.05211	-0.447375	lidar	0.40356	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0758	-4.13037	4.79474	2.00358	-0.519673	radar	11.1668	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1612	-3.86489	4.82881	1.96429	-0.531847	lidar	2.05336	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2338	-3.63083	4.832	1.90932	-0.60038	radar	3.46735	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2603	-3.36704	4.84027	1.8561	-0.625392	lidar	4.48417	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3096	-3.12664	4.84226	1.80948	-0.65827	radar	0.403663	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3337	-2.88561	4.8353	1.76562	-0.670987	lidar	1.34231	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3933	-2.65846	4.83013	1.7455	-0.645782	radar	1.46444	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4731	-2.48105	4.78786	1.73516	-0.626516	lidar	5.80993	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5294	-2.24584	4.79038	1.72192	-0.587378	radar	1.07059	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5804	-2.0393	4.76689	1.70211	-0.579434	lidar	1.40322	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6121	-1.80088	4.76694	1.6852	-0.546302	radar	2.00165	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6091	-1.55678	4.76719	1.64746	-0.557692	lidar	1.10103	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6058	-1.32265	4.76242	1.60335	-0.593822	radar	1.71014	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6088	-1.09485	4.75236	1.57375	-0.594657	lidar	0.127719	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6387	-0.865316	4.74901	1.5603	-0.57041	radar	5.21893	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.649	-0.622889	4.75647	1.53766	-0.563274	lidar	0.434172	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6357	-0.382807	4.76224	1.49805	-0.594897	radar	2.18469	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5889	-0.109515	4.79555	1.45804	-0.60328	lidar	2.50209	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5697	0.127988	4.79747	1.42869	-0.608675	radar	1.74539	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5461	0.401305	4.83431	1.40387	-0.599255	lidar	1.92803	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5345	0.63885	4.83047	1.39765	-0.552141	radar	1.75809	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5282	0.908473	4.86247	1.38548	-0.532466	lidar	3.3929	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.491	1.1597	4.86886	1.38132	-0.474064	radar	7.12644	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4354	1.40212	4.87322	1.35524	-0.476338	lidar	0.092878	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3961	1.62672	4.85718	1.34373	-0.450654	radar	7.98389	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3418	1.85051	4.84497	1.32162	-0.451013	lidar	0.19305	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.273	2.08099	4.84409	1.29106	-0.469897	radar	0.284116	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2103	2.29058	4.82125	1.26848	-0.470286	lidar	0.684491	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1474	2.52121	4.81769	1.25887	-0.437438	radar	0.654173	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0702	2.75959	4.82774	1.23758	-0.436207	lidar	0.123074	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.974	2.98065	4.831	1.19119	-0.497474	radar	3.05849	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8757	3.24177	4.86936	1.16797	-0.493444	lidar	1.80078	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7931	3.46868	4.87073	1.14756	-0.491971	radar	2.13844	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6863	3.67945	4.86221	1.12031	-0.495415	lidar	0.127764	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5691	3.88851	4.85783	1.08826	-0.509479	radar	1.1039	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4989	4.0861	4.82965	1.07636	-0.49618	lidar	3.68038	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3751	4.29091	4.82654	1.04679	-0.504433	radar	0.614005	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2165	4.50144	4.84119	1.00991	-0.516517	lidar	2.03311	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0661	4.6999	4.83845	0.987701	-0.492628	radar	8.97815	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9466	4.89839	4.83097	0.968202	-0.487365	lidar	0.43106	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7903	5.08993	4.83193	0.938284	-0.491282	radar	2.31706	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6246	5.29443	4.85083	0.909158	-0.49516	lidar	0.937816	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4528	5.47014	4.85382	0.862796	-0.540989	radar	0.916206	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2656	5.64229	4.85741	0.824924	-0.552945	lidar	1.23169	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.099	5.80613	4.85067	0.7879	-0.576269	radar	3.12937	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9237	5.96911	4.84626	0.756957	-0.579025	lidar	0.0395629	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7792	6.16277	4.83542	0.773705	-0.477871	radar	4.87428	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6101	6.32237	4.82645	0.74964	-0.478758	lidar	0.12383	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4596	6.50384	4.81923	0.750686	-0.430252	radar	1.79702	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2452	6.70251	4.86939	0.728565	-0.427525	lidar	4.22906	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0481	6.84764	4.86321	0.703725	-0.423545	radar	5.50929	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8388	7.01327	4.88497	0.679232	-0.426019	lidar	1.13936	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6268	7.14577	4.88769	0.640203	-0.457675	radar	1.61003	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4408	7.29579	4.885	0.622293	-0.452165	lidar	0.259405	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2142	7.41298	4.89894	0.56602	-0.524604	radar	2.7295	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.034	7.57645	4.90464	0.557786	-0.503674	lidar	2.15428	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8512	7.74589	4.90436	0.568498	-0.434822	radar	5.74866	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6445	7.88975	4.91317	0.551691	-0.428572	lidar	0.144398	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4521	8.02761	4.90451	0.543322	-0.40523	radar	1.51997	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2171	8.07981	4.87498	0.493199	-0.441401	lidar	4.43177	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0246	8.24133	4.87234	0.515819	-0.350186	radar	6.21262	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8457	8.39512	4.8689	0.518116	-0.327206	lidar	2.9667	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6072	8.49823	4.88748	0.477576	-0.376747	radar	4.54368	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3653	8.62585	4.91664	0.459809	-0.374275	lidar	1.46533	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1644	8.7626	4.90808	0.471458	-0.312725	radar	1.60596	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9611	8.87148	4.8949	0.45876	-0.309815	lidar	0.537185	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7577	8.99934	4.8857	0.467235	-0.260199	radar	1.21514	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5317	9.0756	4.87358	0.441154	-0.275702	lidar	0.791433	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2943	9.17789	4.89084	0.4177	-0.297307	radar	4.43622	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0173	9.25657	4.92424	0.386098	-0.315728	lidar	6.13507	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7971	9.34335	4.91694	0.367416	-0.32427	radar	1.66879	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5478	9.43905	4.938	0.351277	-0.323518	lidar	0.836896	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2845	9.46282	4.94791	0.286808	-0.414416	radar	6.06415	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0089	9.5769	5.00279	0.277892	-0.398518	lidar	4.13454	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7667	9.66436	5.00467	0.278511	-0.35321	radar	2.91905	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.5001	9.76793	5.04363	0.271724	-0.338649	lidar	2.02262	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2562	9.83791	5.04783	0.254089	-0.343259	radar	0.546413	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9922	9.95902	5.09	0.258194	-0.316398	lidar	2.60824	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7416	10.0187	5.09362	0.238989	-0.322833	radar	0.155622	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4937	10.132	5.11544	0.244659	-0.296436	lidar	1.84777	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.242	10.1919	5.12156	0.22471	-0.310176	radar	0.718103	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.995	10.2319	5.11338	0.203538	-0.317038	lidar	0.139446	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7484	10.2956	5.11127	0.198834	-0.295259	radar	0.237204	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5102	10.3065	5.08667	0.17028	-0.312146	lidar	0.984971	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2278	10.3144	5.11751	0.120769	-0.381115	radar	8.35471	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.966	10.3743	5.13468	0.113734	-0.366359	lidar	0.611735	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7167	10.4167	5.11818	0.122587	-0.300063	radar	6.40078	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4607	10.3938	5.10517	0.0860448	-0.326271	lidar	1.83535	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2011	10.4194	5.1093	0.0749719	-0.31446	radar	0.687743	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.9136	10.5609	5.172	0.10896	-0.25227	lidar	9.1012	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6573	10.6255	5.16962	0.12826	-0.18734	radar	2.03153	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3977	10.6335	5.16711	0.108924	-0.199296	lidar	0.469239	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1361	10.657	5.17291	0.0944908	-0.209245	radar	0.324305	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8806	10.7548	5.1881	0.114415	-0.173161	lidar	4.01971	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6181	10.804	5.19536	0.117476	-0.153294	radar	1.46205	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3681	10.7819	5.1764	0.0896458	-0.176941	lidar	1.7246	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1091	10.8218	5.17724	0.095322	-0.147307	radar	0.537684	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.859	10.8891	5.17938	0.105594	-0.126702	lidar	1.84448	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5859	10.9064	5.1936	0.0929937	-0.137133	radar	2.88341	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3454	10.9285	5.1761	0.086537	-0.136615	lidar	0.625583	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0822	10.8548	5.18197	0.00264554	-0.293548	radar	10.0051	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7962	10.8233	5.20256	-0.0248552	-0.30822	lidar	3.00589	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5399	10.8199	5.19907	-0.0367208	-0.301619	radar	0.141299	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2979	10.8185	5.18369	-0.0475045	-0.29686	lidar	0.856993	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0426	10.881	5.17202	-0.00178582	-0.174736	radar	6.73201	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78409	10.926	5.17859	0.00832706	-0.151907	lidar	1.87497	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54146	10.9135	5.15982	-0.00245429	-0.152247	radar	4.0592	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28305	10.937	5.16369	-2.98174e-05	-0.140353	lidar	0.55757	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.02953	10.9222	5.15515	-0.00781109	-0.133183	radar	2.74813	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.76968	10.95	5.16111	-0.00238379	-0.119065	lidar	0.826138	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.51998	10.9119	5.14857	-0.0221807	-0.134094	radar	6.66534	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.32423	10.8445	5.08116	-0.0523278	-0.161002	lidar	6.76455	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.06739	10.8621	5.08243	-0.0377579	-0.117461	radar	1.26581	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76465	10.8904	5.13481	-0.0284244	-0.0997136	lidar	3.9273	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50091	10.8925	5.13822	-0.0186409	-0.0639719	radar	1.92845	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23304	10.8759	5.14832	-0.0263029	-0.0691959	lidar	0.495272	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98617	10.914	5.13456	0.00666319	0.00522728	radar	3.54779	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
